PROCESS	PATTERN	QUERY	FILTERED_SENTENCE
absorption	<process name> occurs when *	absorption occurs when *	Absorption occurs when photons from incident light hit atoms and molecules and cause them to vibrate.
absorption	<process name> occurs when *	absorption occurs when *	Absorption occurs when the nutrients are carried across the lining of the intestine and into the blood stream.
absorption	<process name> occurs when *	absorption occurs when *	Absorption occurs when an object takes in the light wave.
absorption	<process name> occurs when *	absorption occurs when *	Oral absorption occurs when a drug or nutrient is taken into the body through the mouth or nose tissue.
absorption	<process name> occurs when *	absorption occurs when *	Emotional Absorption occurs when one person takes in the emotional energy of another person.
absorption	<process name> occurs when *	absorption occurs when *	Oct 20, 2013 ... Absorption occurs when these small molecules of food particles pass from your digestive system, or gut, into your bloodstream so your body...
absorption	<process name> occurs when *	absorption occurs when *	Optical depth describes how much absorption occurs when light travels through an absorbing medium (for example, a planetary atmosphere or a interstellar dust...
absorption	<process name> occurs when *	absorption occurs when *	Absorption occurs when molecular collisions take place before re-emission takes place, that is during the lifetime of the excited molecular state.
absorption	<process name> occurs when *	absorption occurs when *	Light absorption occurs when atoms or molecules take up the energy of a photon of light, thereby reducing the transmission of light as it is passed through a...
absorption	<process name> occurs when *	absorption occurs when *	Absorption occurs when the food enters the body as the food molecules pass through a layer of cells and into the bodies tissues.
absorption	<process name> occurs when *	absorption occurs when *	while physical absorption occurs when the body is in contact with media such ss molecular sieves, activated alumina, or silica gels.
absorption	<process name> occurs when *	absorption occurs when *	Jul 2, 2014 ... Absorption occurs when an object completely takes in the signal and retains some or all of it.
absorption	<process name> occurs when *	absorption occurs when *	Bess Dawson-Hughes, senior scientist at the USDA HNRCA, led a pilot study that suggests greater vitamin D absorption occurs when individuals take the...
absorption	<process name> occurs when *	absorption occurs when *	Increased dietary iron absorption occurs when the body's iron stores are depleted or when the bone marrow is under stress to produce new red...
absorption	<process name> occurs when *	absorption occurs when *	Absorption occurs when atoms pass through or enter a bulky material.
absorption	<process name> occurs when *	absorption occurs when *	absorption occurs when a nodal actor does not attempt to somehow route the change to the network.
absorption	<process name> is the *	absorption is the *	In this case the background absorption is the same for both the samples and standards.
absorption	<process name> is the *	absorption is the *	absorption is the initial and hence a crucial step of this pho- torefractive process.4.
absorption	<process name> is the *	absorption is the *	Sep 2, 2010 ... Absorption of Drugs <ul><li>Absorption is the transfer of a drug from its site of administration to the blood stream </li></ul><ul><li>Most of drugs...
absorption	<process name> is the *	absorption is the *	Dermal absorption is the transport of a chemical from the outer surface of the skin both into the skin and into the body.
absorption	<process name> is the *	absorption is the *	"The Absorption is the ""missing piece"", when comparing the total reflected and transmitted energy with the incident energy."
absorption	<process name> is the *	absorption is the *	ethanol monitoring of absorption is the possibility for the training resectionist to correlate visual obser- vations from the operating field with the information.
absorption	<process name> is the *	absorption is the *	It is interesting to note that the low Km analogue of SGLT1 in fructose absorption is the facilitative transporter GLUT5; a secondary active mechanism is not...
absorption	<process name> is the *	absorption is the *	Drug absorption is the movement of a drug into the bloodstream after administration.
absorption	<process name> is the *	absorption is the *	Gas absorption is the chief method for controlling industrial air pollution, yet many with environmental interests remain ignorant of its nature'.
absorption	<process name> is the *	absorption is the *	Photoelectron absorption is the dominant process for x-ray absorption up to energies of about 500 KeV.
absorption	<process name> is the *	absorption is the *	It can be found that the performance of absorption is the best when the nanofluid was ultrasonic vibrated for 30 min.
absorption	<process name> is the *	absorption is the *	Absorption is the phenomenon of a drug leaving its site of administration and the extent to which it is absorbed by the body.
absorption	<process name> is the *	absorption is the *	A good example of heat absorption is the traditional Christmas turkey.
absorption	<process name> is the *	absorption is the *	Absorption is the process in which a fluid is dissolved by a liquid or a solid (absorbent).
absorption	<process name> is the *	absorption is the *	Jan 20, 2015 ... absorption is the most established technology for CO2 removal due to its ability to effectively reduce CO2 concentration to the desired target.
absorption	<process name> is the *	absorption is the *	In pharmacology (and more specifically pharmacokinetics), absorption is the movement of a drug into the bloodstream.
absorption	<process name> is the *	absorption is the *	Jun 2, 2015 ... Absorption is the key feature (that a Wyckoffian cares about) of the Accumulation Phase.
absorption	<process name> causes *	absorption causes *	Dielectric absorption causes errors to occur in, for example, sample-and-hold circuits and A-D converters.
absorption	<process name> causes *	absorption causes *	As water is continually added or absorption causes the recorded line on the graph paper to slant downward while a decrease in the addition of water causes the...
absorption	<process name> causes *	absorption causes *	The strong absorption causes the m lines to broaden, leading to larger measurement errors, as is seen from the broadened error bars in Fig.
absorption	<process name> causes *	absorption causes *	the energy absorption causes transitions that occur between elec- tronic energy levels of valence electrons, that is, orbitals of lower energy are excited to orbitals...
absorption	<process name> causes *	absorption causes *	Jan 9, 2013 ... Several reports showed that Glycine absorption causes echocardiogram changes, it is associated with subacute effects on the myocardium,...
absorption	<process name> causes *	absorption causes *	The higher absorption causes the unabsorbed line intensity to be more than two orders of magnitude higher with the EW (relative to the bright high NH...
absorption	<process name> causes *	absorption causes *	This absorption causes the spectrum to darken over a small range of wavelengths (several tenths of a nanometer).
absorption	<process name> causes *	absorption causes *	high rate of absorption causes a varying gas rate throughout the tower.
absorption	<process name> is the process of *	absorption is the process of *	Shock absorption is the process of protecting a primary structure from an ambient force or external pressure load.
absorption	<process name> is the process of *	absorption is the process of *	Oct 31, 2013 ... Absorption is the process of acquiring information and learning about a host market and getting accustomed to that market.
absorption	<process name> is the process of *	absorption is the process of *	Absorption is the process of the food molecules being absorbed into the blood stream from the small intestines small intestines...
absorption	<process name> is the process of *	absorption is the process of *	Simultaneous with the process of stimulated absorption is the process of stimulated emission, in which radiation at the transition frequency can induce a...
absorption	<process name> is the process of *	absorption is the process of *	Dec 10, 2012 ... Absorption is the process of transfer of a gaseous pollutant from a gas phase to a liquid phase [9].
absorption	<process name> is the process of *	absorption is the process of *	Absorption is the process of absorbing a fluid by another fluid to form a fluid solution.
absorption	<process name> is the process of *	absorption is the process of *	For a person or an animal, absorption is the process of a substance getting into the body through the eyes, skin, stomach, intestines,
absorption	<process name> is the process of *	absorption is the process of *	"Absorption is the process of using a particular special move to ""catch"" an opposing non-physical projectile, or a teammate's projectile if Team Attack is turned on."
absorption	<process name> is the process of *	absorption is the process of *	Absorption: Node absorption is the process of removing a node from a Bayes net or decision net, and adjusting the remaining links and node tables so that...
absorption	<process name> is the process of *	absorption is the process of *	Absorption is the process of gas uptake by a liquid (the absorbent) in which the gas is more or less soluble.
absorption	<process name> is the process of *	absorption is the process of *	Absorption is the process of being drawn into a (usually larger) body, or substrate, and adsorption is the process of deposition upon a surface.
absorption	<process name> is the process of *	absorption is the process of *	Opposing this absorption is the process of stimulated Brillouin scatter, which can enhance the reflectivity of the laser energy (see Fig.
absorption	<process name> is the process of *	absorption is the process of *	May 14, 2015 ... Absorption is the process of moving a nutrient from the intestinal lumen into the bodies' circulation (from left to right in the figure below).
absorption	<process name> is the process of *	absorption is the process of *	Apr 6, 2009 ... Absorption is the process of concrete suck or takes in a liquid by capillary attraction.
absorption	<process name> is the process of *	absorption is the process of *	Absorption is the process of incorporating a substance in one phase into another substance at a different phase (e.g.
absorption	<process name> is the process of *	absorption is the process of *	Absorption is the process of taking water, food, and oxygen into the cells.
absorption	<process name> is the process of *	absorption is the process of *	Opposing this absorption is the process of stimulated Brillouin scatter, which can enhance the reflectivity of the laser energy.
absorption	<process name> is the process of * from * to *	absorption is the process of * from * to *	The oral drug absorption is the process of drug transport from GI tract to blood compartment.
absorption	<process name> is the process of * from * to *	absorption is the process of * from * to *	Dec 10, 2012 ... Absorption is the process of transfer of a gaseous pollutant from a gas phase to a liquid phase [9].
absorption	<process name> is the process of * from * to *	absorption is the process of * from * to *	Absorption is the process of movement of unchanged drug from the site of administration to systemic circulation or site of measurement i.e.
absorption	<process name> is the process of * from * to *	absorption is the process of * from * to *	Dec 10, 2012 ... Absorption is the process of transfer of a gaseous pollutant from a gas ...
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	It is assumed that such absorption occurs due to the excitation of void.
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	It is shown that for the interpretation ofthe continuum absorption spectra, of A type .... (14) The reduction of absorption occurs due to the simultaneous process of...
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	This is the property of some materials that causes them to change in shape ... Absorption occurs due to loss of energy as heat, particularly in tissues that are...
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	The passive absorption occurs due to the activity of upper part of plant, such as shoot and leaves.
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	nonlinear nature of the interaction, absorption is confined to the focal volume inside ... Multiphoton absorption occurs due to the simultaneous absorption of...
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	This enhanced optical absorption occurs due to.
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	Feb 1, 2013 ... absorption occurs due to both decreased contact of the nutrients with the mucosa and decreased intestinal transit time.
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	This occurs when a lot of reflection or absorption occurs due to the presence of...
absorption	<process name> occurs due to * of *	absorption occurs due to * of *	show that the resonance Raman process occurs at the M point in the Brillouin zone, ... optical absorption occurs due to a logarithmic Van-Hove singularity of...
absorption	<process name> helps to *	absorption helps to *	The absorption helps to understand the light emission properties of these materials.
absorption	<process name> helps to *	absorption helps to *	The impact absorption helps to reduce foot, leg and lower back fatigue.
absorption	<process name> is caused by *	absorption is caused by *	Drude absorption is caused by indirect intraband optical...
absorption	<process name> is caused by *	absorption is caused by *	absorption is caused by discrete, compact clouds.
absorption	<process name> is caused by *	absorption is caused by *	May 12, 2015 ... We assume that all absorption is caused by sC, BrC, hematite, and goethite, and that therefore the host species is non-absorbing (i.e.
absorption	<process name> is caused by *	absorption is caused by *	The absorption is caused by the absorption of the light and conversion to heat by molecules in the glass.
absorption	<process name> is caused by *	absorption is caused by *	Jan 31, 2014 ... termine how much of the absorption is caused by hydrox- ide contained in organic matter (direct relationship) and how much of the absorption...
absorption	<process name> is caused by *	absorption is caused by *	Most intergalactic absorption is caused by Ly~x absorption...
absorption	<process name> is caused by *	absorption is caused by *	Oct 3, 2014 ... Light absorption is caused by several things, such as the light being converted into heat or used in chemical reactions such as photosynthesis.
absorption	<process name> is caused by *	absorption is caused by *	Sep 9, 2014 ... Absorption is Caused by Multiple Chromophores.
absorption	<process name> is caused by *	absorption is caused by *	Because the absorption is caused by the excitation of a surface wave, the resonance angle is a sensitive function of the refractive index of a material in V1, which...
absorption	<process name> is caused by *	absorption is caused by *	In this range the absorption is caused by interaction of the propagating electromagnetic radiation with the magnetic dipole moment of molecular oxygen and the...
absorption	<process name> is caused by *	absorption is caused by *	Jan 4, 2001 ... material causing the absorption is caused by extended galactic halos (Bahcall & Spitzer 1969), or by dwarf galaxies in the vicinity of a larger...
absorption	<process name> is caused by *	absorption is caused by *	Effective absorption is caused by unavoidable parasitic reflections.
absorption	<process name> is caused by *	absorption is caused by *	plies that the residual absorption is caused by Ti.
absorption	<process name> is caused by *	absorption is caused by *	Jul 19, 2008 ... increase in iron absorption is caused by iron deficiency, i.e.
absorption	<process name> is caused by *	absorption is caused by *	What percent of HC08- absorption is caused by H+ secretion?
absorption	<process name> is caused by *	absorption is caused by *	of the entire absorption is caused by the activity of the villi.
absorption	<process name> is caused by *	absorption is caused by *	Aug 28, 2014 ... Little effect on sound absorption is caused by humidity for thin layers of the material.
absorption	<process name> is caused by *	absorption is caused by *	Intrinsic absorption is caused by basic fiber-material properties.
absorption	<process name> is caused by *	absorption is caused by *	It indicates that the infrared absorption is caused by defects related to Urbach states from -Si or nanocrystal Si, and these metastable defects disappeared after.
absorption	<process name> is caused by *	absorption is caused by *	This excess absorption is caused by another absorber located along the line of sight to the quasar, which is usually extragalactic.
absorption	<process name> is caused by *	absorption is caused by *	The excess iron absorption is caused by your body trying to compensate for the lack of red blood cells by absorbing more iron to try to make...
absorption	<process name> is caused by *	absorption is caused by *	Eating fishes containing microbial thiaminase, it hydrolytically destroys thiamin Impaired absorption is caused by intestinal diaorders...
absorption	<process name> is caused by *	absorption is caused by *	compressional wave absorption is caused by internal relax- ations, and do not allow for the possibility of internal fric- tion.
absorption	<process name> is caused by *	absorption is caused by *	Background absorption is caused by molecule absorption and light scattering, which belongs to wide...
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Sometimes, absorption depends on factors such as im- pinging frequency and size of crystals [32].
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Absorption depends on factors such as the levels of competing minerals and parathyroid hormone levels.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	The rate of absorption depends on factors such as the presence of food in the intestine, the particle size of the drug preparation, and the acidity of intestinal...
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Aug 22, 2003 ... Clearly, one must not lose sight of the fact that oil absorption depends on factors such as oil quality, frying time, oil and food temperature, shape...
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Apr 21, 2015 ... ... while access largely depends on employment and purchasing power, absorption depends on factors such as hygiene, sanitation and health.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Apr 28, 2008 ... absorption depends on factors such as drug potency, the duration of application and whether the skin is thin or damaged.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	The degree of potential enhancement in light absorption depends on factors such as the position of the soot particle within the coating (Fuller et.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	to only 30% of the amount in the diet3 and its absorption depends on factors such as gastric acidity, which has been mentioned as an indispensable factor in the...
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Jul 10, 2015 ... ... shock absorption depends on factors such as time, segment kinematics, tissue compressibility and elasticity, and vision preceding the impact.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	The rate of absorption depends on factors such as the presence of food in the intestine, the particle size of the drug preparation, and the acidity...
absorption	* is necessary for <process name>	* is necessary for absorption	A stress of arss,app  95.2 MPa is necessary for absorption of the last screw in the pile-up and leading to a twin-like pile-up of GBDs similar to the 3 case.
absorption	* is necessary for <process name>	* is necessary for absorption	Vitamin D is necessary for absorption and maintenance of calcium and phosphorus in bones, and a deficiency of vitamin D can lead to rickets, the softening and...
absorption	* is necessary for <process name>	* is necessary for absorption	Vitamin B12 deficiency caused by a lack of intrinsic factor in gastric (stomach) secretions--intrinsic factor is necessary for absorption of vitamin B12.
absorption	* is necessary for <process name>	* is necessary for absorption	that total hydrolysis is necessary for absorption of fat, has dominated.
absorption	* is necessary for <process name>	* is necessary for absorption	solution, which is necessary for absorption.
digest food	<process name> causes *	digest food causes *	Also, the lack of an inner ecosystem to help us properly digest food causes us to have nutritional deficiencies ... some quite severe.
breathing	<process name> is the process of * through 	breathing is the process of * through 	It is as if, through this frequency increase, the cosmic plan is now ...... Spherical Breathing is the process of taking energy in directly through the...
breathing	<process name> is the process of * through 	breathing is the process of * through 	May 17, 2009 ... Spherical Breathing is the process of taking energy in directly through the prana tube and sending out through the navel/heart is known as...
breathing	<process name> is the process of * through 	breathing is the process of * through 	Circular breathing is the process of inhaling through your nose while playing a woodwind instrument in order to enable continuous sound without a pause for...
breathing	<process name> is the process by which * into *	breathing is the process by which * into *	Breathing is the process by which air is drawn into the chest through the nose and mouth ...
breathing	<process name> is the process by which * into *	breathing is the process by which * into *	Breathing is the process by which animals bring air or water into contact with their.
breathing	<process name> is the process by which * into *	breathing is the process by which * into *	Breathing is the process by which oxygen in the air is brought into the lungs and into close contact with the blood, which absorbs it and carries it to all parts of the...
breathing	<process name> is the process by which * into *	breathing is the process by which * into *	Breathing is the process by which air is drawn into the body and waste gases are...
breathing	<process name> occurs due to *	breathing occurs due to *	Obstructive sleep-disordered breathing occurs due to a variety of factors, such as paranasal sinus disease, tonsil and adenoid hypertrophy, hypertrophy and...
breathing	<process name> occurs due to *	breathing occurs due to *	Breathing occurs due to repeated contractions of a large muscle called the diaphragm.
breathing	<process name> occurs due to *	breathing occurs due to *	Breathing occurs due to the contraction and relaxation of the...
breathing	<process name> occurs due to *	breathing occurs due to *	The audible breathing occurs due to sinus congestion or mucus buildup in the airways.
breathing	<process name> occurs due to *	breathing occurs due to *	Breathing occurs due to geometry changes about the three-coordinate AgI metal centers, leading to a multi-step guest adsorption.
breathing	<process name> occurs due to *	breathing occurs due to *	Difficulty in breathing occurs due to the extra effort and energy required to move air in and out of the lungs.
breathing	<process name> occurs due to *	breathing occurs due to *	Breathing occurs due to the contraction and relaxation of the muscles between the ribs and the?
breathing	<process name> occurs due to *	breathing occurs due to *	tion, a small amount of vessel breathing occurs due to temperature redistribution, which causes inert gas and helium to mix at an ;80:20 ratio in the reactor and...
breathing	<process name> occurs due to *	breathing occurs due to *	The base-pair breathing occurs due to temporal break-.
breathing	<process name> occurs due to *	breathing occurs due to *	Mouth breathing occurs due to small nasal passages and high incidence of respiratory infections.
breathing	<process name> occurs due to *	breathing occurs due to *	This night-time interruption in breathing occurs due to abnormally low CARBON DIOXIDE (CO2) levels in the blood.
breathing	<process name> occurs when *	breathing occurs when *	Mar 7, 2013 ... Circular breathing occurs when you breathe in through your nose and out through your mouth at the same time.
breathing	<process name> occurs when *	breathing occurs when *	Breathing occurs when air moves in and out of our lungs.
breathing	<process name> occurs when *	breathing occurs when *	To breathe well means to breathe free of tension, and tension-free breathing occurs when we move in cooperation with how we are built.
breathing	<process name> occurs when *	breathing occurs when *	Your best posture and freest breathing occurs when you are in a relaxed, good mood.
breathing	<process name> occurs when *	breathing occurs when *	Terrestrial breathing occurs when the salamanders are in a terrestrial environment or have their bodies submerged in water but their nares at the surface.
breathing	<process name> occurs when *	breathing occurs when *	shape during normal quiet breathing occurs when the fibres in the zone of apposition contract and the dome part of the diaphragm descends.
breathing	<process name> occurs when *	breathing occurs when *	Flow limited tidal breathing occurs when expiratory flow in tidal breathing cannot be increased by increasing expiratory effort, or increasing the squeeze...
breathing	<process name> occurs when *	breathing occurs when *	Breathing occurs when the breathing centre in the brain sends a message along the nerves to your breathing muscles.
breathing	<process name> occurs when *	breathing occurs when *	Deep breathing occurs when the body is in a state of relaxation.
breathing	<process name> is the *	breathing is the *	The simple act of daily breathing is the ultimate healer,.
breathing	<process name> is the *	breathing is the *	Belly breathing is the most efficient method.
breathing	<process name> is the *	breathing is the *	Diaphragmatic breathing is the healthiest way of breathing and is a first step in normalising your breathing in order to manage anxiety or panic symptoms.
breathing	<process name> is the *	breathing is the *	Similar to running, relaxed and rhythmic breathing is the goal during peddling.
breathing	<process name> is the *	breathing is the *	Not all sleep-disordered breathing is the same...
breathing	<process name> is the *	breathing is the *	The features are great - obviously having the rate of breathing is the biggest draw but it is nice to have the movement monitor, noise activated speaker, the ability...
breathing	<process name> is the *	breathing is the *	The next step in fire breathing is the spark.
breathing	<process name> is the *	breathing is the *	The right way of breathing is the abdominal or diaphragmatic one.
breathing	<process name> is the *	breathing is the *	Breathing is the bridge between mind and body, the connection between consciousness and unconsciousness, the movement of spirit in matter.
breathing	<process name> is the *	breathing is the *	Shallow breathing, thoracic breathing, or chest breathing is the drawing of minimal breath into the lungs, usually by drawing air into the chest area using the...
breathing	<process name> is the *	breathing is the *	Breathing is the process that moves air in and out of the lungs, or oxygen through other respiratory organs such as gills.
breathing	<process name> causes *	breathing causes *	"High chest dominated ""sympathetic"" breathing causes constriction and what I call ""hyper vigilance""; a stronger and physically closer connection to the reptilian..."
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of getting oxygen into the lungs and carbon dioxide out of the lungs.
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of transporting oxygen from the atmosphere into the body and the process of eliminating carbon dioxide from the body.
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of moving air into and out of the lungs.
breathing	<process name> is the process of *	breathing is the process of *	BREATHING is the process of exchange of gases.
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of taking air from the atmosphere and inhaling it into the lungs.
breathing	<process name> is the process of *	breathing is the process of *	is no more there, because time moves with breaths; breathing is the process of time.
breathing	<process name> is the process of *	breathing is the process of *	Apr 26, 2013 ... ... the lungs Air you breath is a mixture of gases:nitrogen, oxygen and carbon dioxide Breathing is the process of inhaling andexhaling; 18.
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of drawing air into the lungs and then expelling it again.
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of taking in oxygen to fuel your activity, and there are right and wrong ways to do it.
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of taking air into the lungs and forcing it out again.
breathing	<process name> is the process of *	breathing is the process of *	Deep breathing is the process of slow inhalation followed by slow and complete exhalation.
breathing	<process name> is the process of *	breathing is the process of *	Circular breathing is the process of inhaling through your nose while playing a woodwind instrument in order to enable continuous sound without a pause for...
breathing	<process name> is the process of *	breathing is the process of *	Breathing is the process of taking in this vital energy and removing the waste products out of our body and mind.
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	The purpose of breathing is to draw in air and allow for an exchange of oxygen and carbon dioxide in the blood.
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	The purpose of breathing is to oxygenate your blood so it can be pumped around your.
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	The purpose of breathing is to provide for the uptake of oxygen from the air and elimination of carbon dioxide.
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	May 31, 2013 ... holding-breath ... might be surprising to some given that the purpose of breathing is to provide our bodies with the oxygen it needs to survive.
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	RESPIRATORY SYSTEM The purpose of breathing is to get enough oxygen for the...
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	The purpose of breathing is to get enough oxygen for the blood and free it from carbon dioxide.
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	The purpose of breathing is to oxygenate your blood.
breathing	the purpose of <process name> is to *	the purpose of breathing is to *	The purpose of breathing is to provide a way for the body to receive fresh oxygen in exchange for the carbon dioxide and other waste gases that the cells of the...
breathing	<process name> occurs due to * of *	breathing occurs due to * of *	Obstructive sleep-disordered breathing occurs due to a variety of factors, such as paranasal sinus disease, tonsil and adenoid hypertrophy, hypertrophy and...
breathing	<process name> occurs due to * of *	breathing occurs due to * of *	Oct 12, 2013 ... ... and resultant mouth breathing occurs due to loss of lip seal.
breathing	<process name> occurs due to * of *	breathing occurs due to * of *	the work of breathing occurs due to increased rigidity of the conducting tubules, changes in smooth muscle structure, and increased thickness of the mucosal...
breathing	<process name> occurs due to * of *	breathing occurs due to * of *	Shallow breathing occurs due to a lack of breathing.
breathing	<process name> occurs due to * of *	breathing occurs due to * of *	Breathing occurs due to repeated contractions of a large muscle called the diaphragm.
breathing	<process name> helps to *	breathing helps to *	Thinking about your breathing helps to release tension.
breathing	<process name> helps to *	breathing helps to *	Rescue breathing helps to move oxygen, which everyone needs to live,...
breathing	<process name> helps to *	breathing helps to *	This method of breathing helps to keep your air sacs open longer so that air is not trapped in your lungs.
breathing	<process name> helps to *	breathing helps to *	Conscious breathing helps to reverse this situation.
breathing	<process name> helps to *	breathing helps to *	Deep breathing helps to increase circulation and can help deepen the stretch and increase muscle healing.
breathing	<process name> helps to *	breathing helps to *	other army drills, doing tactical breathing helps to slow things down.
breathing	<process name> helps to *	breathing helps to *	Being very short of breath is not usually dangerous or harmful but it can make you feel .... Abdominal breathing helps to expand your lungs fully.
breathing	<process name> helps to *	breathing helps to *	Shallow breathing can cause hyperventilation, but deep breathing helps to...
breathing	<process name> helps to *	breathing helps to *	Jan 28, 2015 ... Pursed-lip breathing helps to expand your lungs and improve your lung function.
breathing	<process name> helps to *	breathing helps to *	Coherent breathing helps to achieve a better sympatho-vagal balance .
breathing	<process name> is caused by *	breathing is caused by *	Noisy, moist breathing is caused by pooled secretions.
breathing	<process name> is caused by *	breathing is caused by *	When shallow breathing is caused by a viral infection, such as viral pneumonia, the treatment includes rest, increased fluids and using a vaporizer.
breathing	<process name> is caused by *	breathing is caused by *	May 14, 2015 ... Sleep Disordered breathing is caused by small constricted airways and blockages from tonsils and adenoids.
breathing	<process name> is caused by *	breathing is caused by *	High-Altitude Periodic Breathing is caused by sleeping at altitudes higher than about 15,000 feet.
breathing	<process name> is caused by *	breathing is caused by *	Fast breathing is caused by an infectious disease and is associated with a fever.
breathing	<process name> is caused by *	breathing is caused by *	Mouth breathing is caused by chronic nasal obstruction (CNO).
breathing	<process name> is caused by *	breathing is caused by *	Mouth breathing is caused by nasal obstructions, often the result of chronic infections and allergies.
breathing	<process name> is caused by *	breathing is caused by *	namely Pratamakasvasa, in which shortness of breathing is caused by dust, belching, indigestion and tolerating of natural urges, is a followed by fever and coma...
breathing	<process name> is caused by *	breathing is caused by *	In such cases, it is hypothesized that Cheyne-Stokes breathing is caused by brain stem atrophy found in these patients (7-11).
breathing	<process name> is caused by *	breathing is caused by *	These episodes of coughing and general difficulty in breathing is caused by air passages swelling up and creating a thick mucous.
breathing	<process name> is caused by *	breathing is caused by *	Usually lasting less than a day, this rapid infant breathing is caused by fluid.
breathing	<process name> is caused by *	breathing is caused by *	When shallow breathing is caused by a viral infection, such as viral pneumonia, the treatment includes rest, increased fluids and using nebulizer.
breathing	* is necessary for <process name>	* is necessary for breathing	Proper filtration is necessary for breathing air purposes.
breathing	* is necessary for <process name>	* is necessary for breathing	rhythmic activity is necessary for breathing and essential to sustain life.
breathing	* is necessary for <process name>	* is necessary for breathing	The process is necessary for breathing air revitalization (flushing out...
breathing	* is necessary for <process name>	* is necessary for breathing	Just as oxygen is necessary for breathing, music is important to live.
breathing	* is necessary for <process name>	* is necessary for breathing	The incidence of sleep disordered breathing (SDB) in this population has ... the upper airway is necessary for breathing control during sleep.
breathing	* is necessary for <process name>	* is necessary for breathing	It is necessary for breathing, voice and swallowing.
breathing	* is necessary for <process name>	* is necessary for breathing	The mouth is one of the most versatile and important organs in the body, and it is necessary for breathing, speaking, and eating.
breathing	* is necessary for <process name>	* is necessary for breathing	Did you know that CO2 is necessary for breathing to...
breathing	* is necessary for <process name>	* is necessary for breathing	If assistance is necessary for breathing, help the individual with a nonrebreather mask set to 10-15 liters per minute.
breathing	* is necessary for <process name>	* is necessary for breathing	A normal lung has only a small amount of mucus, which is necessary for breathing and protecting the windpipe.
freezing	<process name> is the process by which * into *	freezing is the process by which * into *	Solidification or freezing is the process by which a liquid changes into the solid state at a certain fixed temperature by the liberation of heat energy.
freezing	<process name> occurs due to *	freezing occurs due to *	The fact that freezing occurs due to the maximum value out of a large number of nucleation temperatures, means that we can apply the results...
freezing	<process name> occurs due to *	freezing occurs due to *	Freezing occurs due to in situ supercooling of the water mass.
freezing	<process name> occurs due to *	freezing occurs due to *	The freezing occurs due to coherent suppression of dynamics of the many-body modes.
freezing	<process name> occurs when *	freezing occurs when *	librium freezing occurs when liquid water is closely associated with the plant components and heat is slowly removed from tissues containing ice.
freezing	<process name> occurs when *	freezing occurs when *	As such, freezing occurs when liquid water comes into contact with the cold ground and object surfaces.
freezing	<process name> occurs when *	freezing occurs when *	Mar 23, 2012 ... ... forms directly by water adsorption on surfaces, (2) condensation freezing occurs when liquid water first condenses and subsequently freezes,...
freezing	<process name> occurs when *	freezing occurs when *	Freezing occurs when the water in the apoplastic region gets cold excessively and temperature rise is seen in that region.
freezing	<process name> occurs when *	freezing occurs when *	Freezing occurs when excess water from the exhaust air, not absorbed by the supply air, is present in the rotor and the temperature decreases below approx.
freezing	<process name> occurs when *	freezing occurs when *	Freezing occurs when condensed water isn't evaporated away from the cold coil inside the air conditioner.
freezing	<process name> occurs when *	freezing occurs when *	Freezing occurs when a face attack happens.
freezing	<process name> occurs when *	freezing occurs when *	Freezing occurs when the molecules of a liquid slow down enough that their attractions cause them to arrange themselves into fixed positions as a solid.
freezing	<process name> occurs when *	freezing occurs when *	freezing occurs when the flushing water comes in contact with those parts of the fixture which are necessarily exposed to a low temperature.
freezing	<process name> is the *	freezing is the *	Thus the increase in pore pressure due to freezing is the excess pore pressure, denoted by Pex.
